id,title,status,Fecha de apertura,creatorId,categoryId,description,assignedTechId,priority,source
644,Photoshop no abre,Cerrado,2026-08-18 17:46,3fc80a34-033a-457b-b42b-99cee4074832,b81e6e79-52ad-4d29-9ff8-ca739cbe2e1c,Al querer abrir Photoshop o otros programas de Adobe no deja por algún fallo en la conexión o con el Firewall.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
564,Creative Cloud no permite abrir Photosho ni Ilustrator,Cerrado,2026-07-28 12:00,3fc80a34-033a-457b-b42b-99cee4074832,b81e6e79-52ad-4d29-9ff8-ca739cbe2e1c,Al querer ingresar al aplicativo de Photoshop nos aparece un mensaje de error con un código (12084) da a entender que es por problemas de red.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
15,Cambio de contraseña,Cerrado,2026-03-03 12:35,3fc80a34-033a-457b-b42b-99cee4074832,1d314185-1a17-41c7-959b-bcb188a5dba7,Solicitud de cambio de contraseña en Dealer,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
28,Pagina REPUVE,Cerrado,2026-03-04 12:00,df874b65-77b4-4703-a94a-e69d1cf975be,64bf87a9-74df-414c-997e-501faff5b8f9,Tengo dificultades por descargar un PDF directo de la pagina de REPUVE,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
264,Fallo en toma de asistencia,Cerrado,2026-05-18 19:00,df874b65-77b4-4703-a94a-e69d1cf975be,e8a85678-13b0-4977-b0cb-5255f43ab9c7,"Me podrían apoyar con el registro de asistencia que se ubica en el área de seguridad, intento registrarme pero no me detecta.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
255,Panel de reconocimiento facial,Cerrado,2026-05-14 08:30,df874b65-77b4-4703-a94a-e69d1cf975be,e8a85678-13b0-4977-b0cb-5255f43ab9c7,"Tengo problemas para registrar mi cara en el panel para tomar mi asistencia, me podrían apoyar por favor",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
119,Contacto de luz no energiza,Cerrado,2026-03-30 12:00,df874b65-77b4-4703-a94a-e69d1cf975be,cd7fcce8-b88c-4d12-be9e-bb3e391c4b82,"Buenos días, necesito de su apoyo ya que no enciende mi PC",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
25,Teléfono no se escucha el auricular,Cerrado,2026-03-04 09:33,df874b65-77b4-4703-a94a-e69d1cf975be,adcf7bdd-7901-4901-bc10-10a64870cc56,El teléfono de vigilancia con ext. 0190 no se escucha el auricular,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
240,Funciones bloqueadas en web,Cerrado,2026-05-05 17:35,df874b65-77b4-4703-a94a-e69d1cf975be,b81e6e79-52ad-4d29-9ff8-ca739cbe2e1c,"Buenas tardes quisiera que me apoyasen generando un PDF en una de registro, pero no me arroja nada, no me genera ningún PDF",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
589,Error al acceder a Dealer Daily,Cerrado,2026-08-03 12:00,df874b65-77b4-4703-a94a-e69d1cf975be,1d314185-1a17-41c7-959b-bcb188a5dba7,Al querer acceder a la pagina de Dealer marca un error al iniciar sesión.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
502,Error al escanear documentos,Cerrado,2026-07-11 11:49,e53a5e4b-4cc2-4f5c-8fab-a9543882871f,95717a85-3c2a-409f-9f9e-237db83aed01,"Los correos son visibles en el panel de la impresora, pero al momento de enviarlos no se ven reflejados en el correo.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
163,Restablecer contraseña VPN,Cerrado,2026-04-14 16:23,e53a5e4b-4cc2-4f5c-8fab-a9543882871f,498c68ae-c54a-4937-8df3-f1a55ebc7ae1,"Necesito de su ayuda, quiero que me actualicen la contraseña de mi VPN, ya que no me deja acceder y la que tenia caducó.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
282,Error al cargar pedido en boveda,Cerrado,2026-05-07 10:17,e53a5e4b-4cc2-4f5c-8fab-a9543882871f,64bf87a9-74df-414c-997e-501faff5b8f9,"Al subir el pedido muestra el siguiente error: VERIFIQUE QUE EL NOMBRE Y CÓDIGO
POSTAL COINCIDAN CON LA INFORMACIÓN DEL SAT",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
534,Actualizar documentos y nombre de cliente en Control Bóveda,Cerrado,2026-07-21 10:50,e53a5e4b-4cc2-4f5c-8fab-a9543882871f,64bf87a9-74df-414c-997e-501faff5b8f9,"Sustituir el pedido, ya que está mal escrito el nombre del cliente y también cambiar el titulo del cliente.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
519,Actualización de contraseña Dealer Daily,Cerrado,2026-07-16 13:09,e53a5e4b-4cc2-4f5c-8fab-a9543882871f,1d314185-1a17-41c7-959b-bcb188a5dba7,"Al solicitante se le bloqueó su usuario de Dealer, lo que se requiere una actualización de contraseña.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
634,Corrección de dirección de colonia,Cerrado,2026-08-14 11:38,e53a5e4b-4cc2-4f5c-8fab-a9543882871f,a494c538-2006-42c8-abb7-99e6892d3042,Corregir el nombre de la colonia.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
281,Añadir Colonia,Cerrado,2026-05-06 10:33,e53a5e4b-4cc2-4f5c-8fab-a9543882871f,a494c538-2006-42c8-abb7-99e6892d3042,"Añadir colonia CASCALOTES

CP 40010",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
507,No hay conexión con la impresora,Cerrado,2026-07-14 17:29,e4792e10-19e3-43b6-941c-e30aa73cc487,95717a85-3c2a-409f-9f9e-237db83aed01,Al querer imprimir un documento la impresora seleccionada aparece como desconectada.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
190,Restablecer contraseña PC,Cerrado,2026-04-23 09:24,e4792e10-19e3-43b6-941c-e30aa73cc487,cd7fcce8-b88c-4d12-be9e-bb3e391c4b82,"Buenos días, necesito que me generen una nueva contraseña para poder acceder a mi maquina, ya que tiene tiempo de que no la uso y quiero volver a utilizar, solo con el detalle de que no me sé la contraseña.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
207,Llamadas no entran a la ext 0142,Cerrado,2026-04-16 12:00,e4792e10-19e3-43b6-941c-e30aa73cc487,adcf7bdd-7901-4901-bc10-10a64870cc56,La ext 0142 no entra en el grupo de timbrado de Ventas,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
136,Restablecer contraseña de correo,Cerrado,2026-03-25 12:00,e4792e10-19e3-43b6-941c-e30aa73cc487,06aa988c-5049-4b52-a6a4-d5d22d305062,Restablecer correo de acastillo@toyotaguerrero.com.mx,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
623,Corrección de datos de cliente en Quiter,Cerrado,2026-08-12 12:00,e4792e10-19e3-43b6-941c-e30aa73cc487,a494c538-2006-42c8-abb7-99e6892d3042,Corregir los datos faltantes de la dirección del cliente.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
55,No se sincronizan los archivos en la nube,Cerrado,2026-03-07 12:00,24a82424-fafc-485d-a15b-5294d7245662,20e62295-6c41-4fc3-b1e0-849f1fcd8238,Al querer abrir un documento de NextCloud sale un error,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
51,Ajustar tabla Excel,Cerrado,2026-03-09 12:00,24a82424-fafc-485d-a15b-5294d7245662,b81e6e79-52ad-4d29-9ff8-ca739cbe2e1c,"Quiero abarcar dos paginas de Excel en una sola pantalla, me podrían ayudar por favor",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
609,Pago en cancelación no deja enviar comentarios de corrección,Cerrado,2026-08-08 12:00,24a82424-fafc-485d-a15b-5294d7245662,64bf87a9-74df-414c-997e-501faff5b8f9,"En la pagina de Control, uno de los pagos que está en proceso de cancelación, no deja enviar los comentarios por corrección, el pago sigue estando en ese apartado.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
11,Cambio de cuenta contable en pólizas,Cerrado,2026-03-02 13:19,24a82424-fafc-485d-a15b-5294d7245662,a494c538-2006-42c8-abb7-99e6892d3042,"las polizas estan saliendo con la caida contable a una cuenta que no es.

Las cuentas contables correctas son: 1550141, 1550241, 1550341",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
346,Sustitución de documentos,Cerrado,2026-06-04 12:42,01b60334-940b-4ca9-8523-05a9fdf6ddef,64bf87a9-74df-414c-997e-501faff5b8f9,Sustituir documentos ya almacenados en la bóveda por unos ya corregidos,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
215,Erro al subir pedido en la página de Control,Cerrado,2026-04-23 17:13,01b60334-940b-4ca9-8523-05a9fdf6ddef,64bf87a9-74df-414c-997e-501faff5b8f9,"Al subir los documentos del pedido, el sistema no reconoce el RFC del cliente",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
14,No aparece pedido en la boveda,Cerrado,2026-03-02 10:50,01b60334-940b-4ca9-8523-05a9fdf6ddef,64bf87a9-74df-414c-997e-501faff5b8f9,"En la boveda no aparece el pedido para subir la documentación 

 	* FNUA-13606",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
404,Cambiar documentación en control,Cerrado,2026-06-04 11:19,01b60334-940b-4ca9-8523-05a9fdf6ddef,64bf87a9-74df-414c-997e-501faff5b8f9,"Los documentos a sustituir son:

 	* Pedido
 	* AMDA

Referencia: 29446018",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
301,Generar Reporte de clientes,Cerrado,2026-05-20 10:39,01b60334-940b-4ca9-8523-05a9fdf6ddef,a494c538-2006-42c8-abb7-99e6892d3042,Generar reporte de todos los clientes de Sergio Castro Seminuevos,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
108,Agregar Colonia,Cerrado,2026-03-20 14:42,01b60334-940b-4ca9-8523-05a9fdf6ddef,a494c538-2006-42c8-abb7-99e6892d3042,Agregar colonia LA ESPERANZA CP 39810,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
76,No se puede acceder a Quiter,Cerrado,2026-03-12 12:14,330074f9-af74-4575-bf9f-0694cf949413,003663d6-4308-4ea0-be7e-401c29383c64,No se puede conectar a la VPN para acceder a Quiter,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
667,instalacion de VPN,Cerrado,2026-08-25 12:00,330074f9-af74-4575-bf9f-0694cf949413,498c68ae-c54a-4937-8df3-f1a55ebc7ae1,Instalacion de certificado de VPN para Quiter,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
302,Instalar VPN y Quiter,Cerrado,2026-05-21 15:44,330074f9-af74-4575-bf9f-0694cf949413,b81e6e79-52ad-4d29-9ff8-ca739cbe2e1c,Agregar VPN e Instalar Quiter de Auditoria,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
632,Agregar impresora,Cerrado,2026-08-14 10:59,6da27585-0210-49cc-a81b-a97caec6ba59,95717a85-3c2a-409f-9f9e-237db83aed01,Agregar impresora en laptop en el área de Seminuevos.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
351,Registro de correo en impresora,Cerrado,2026-06-05 13:55,6da27585-0210-49cc-a81b-a97caec6ba59,95717a85-3c2a-409f-9f9e-237db83aed01,Solicitan registrar los correos de la señorita Karla Berenice Y Claudia Herrera en la impresora de seminuevos.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
252,Agregar impresora,Cerrado,2026-05-11 11:20,6da27585-0210-49cc-a81b-a97caec6ba59,95717a85-3c2a-409f-9f9e-237db83aed01,"Buenos días, necesito que me apoyen agregando de mi laptop la impresora de Seminuevos",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
513,Instalar Quiter y registrar la impresora,Cerrado,2026-07-14 12:00,6da27585-0210-49cc-a81b-a97caec6ba59,cd7fcce8-b88c-4d12-be9e-bb3e391c4b82,La usuaria de seminuevos requiere de la instalación de Quiter y que se dé de alta la impresora de esa misma área.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
253,Nueva extensión 3CX,Cerrado,2026-05-11 18:32,6da27585-0210-49cc-a81b-a97caec6ba59,d668000c-da87-4bd2-9a6f-2b1aceed3e56,"Buenas tardes, quisiera que me apoyasen con una nueva extensión personal para que pueda atender a los clientes cuando empiecen a llegar llamadas al área de Seminuevos.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
423,Dificultades al cargar pedidos en bóveda,Cerrado,2026-06-23 13:28,6da27585-0210-49cc-a81b-a97caec6ba59,64bf87a9-74df-414c-997e-501faff5b8f9,Al momento de ingresar los documentos aparece una leyenda que el nombre o el CP son erróneos.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
336,Nueva cuenta Bóveda Fiscal Digital,Cerrado,2026-06-01 17:49,6da27585-0210-49cc-a81b-a97caec6ba59,64bf87a9-74df-414c-997e-501faff5b8f9,Solicitaron crear un nuevo usuario para generar las constancias del SAT a la señorita Karla Berenice de Seminuevos.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
257,Telegram ID,Cerrado,2026-05-14 13:03,6da27585-0210-49cc-a81b-a97caec6ba59,64bf87a9-74df-414c-997e-501faff5b8f9,"Buenas tardes, quisiera que me apoyasen agregando mi Telegram ID en la plataforma de la bóveda para recibir notificaciones de los pedidos en mi celular ",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
400,Constancia con encontrada,Cerrado,2026-06-20 11:44,6da27585-0210-49cc-a81b-a97caec6ba59,64bf87a9-74df-414c-997e-501faff5b8f9,La constancia del vendedor no aparece en la pagina para cotejar constancias en el SAT.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
646,Habilitar campo en Dealer Daily,Cerrado,2026-08-19 13:33,6da27585-0210-49cc-a81b-a97caec6ba59,1d314185-1a17-41c7-959b-bcb188a5dba7,"Habilitar el campo ""Vehículo"" - ""Sistema de Administración de Vehículos - Excluir Costo"".",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
622,Error al ingresar dirección de cliente,Cerrado,2026-08-12 12:00,6da27585-0210-49cc-a81b-a97caec6ba59,a494c538-2006-42c8-abb7-99e6892d3042,"La vendedora de Seminuevos asegura ingresar los datos correctos de la dirección de un cliente, pero al querer guardar los datos del cliente muestra un error en Quiter en donde los datos del domicilio son erróneos.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
555,Expansión de campos de Quiter,Cerrado,2026-07-27 12:43,6da27585-0210-49cc-a81b-a97caec6ba59,a494c538-2006-42c8-abb7-99e6892d3042,Agregar los datos faltantes al perfil del cliente.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
549,Alta de colonia,Cerrado,2026-07-24 12:00,6da27585-0210-49cc-a81b-a97caec6ba59,a494c538-2006-42c8-abb7-99e6892d3042,Alta de colonia en Quiter.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
482,Agregar colonia en Quiter,Cerrado,2026-07-07 12:00,6da27585-0210-49cc-a81b-a97caec6ba59,a494c538-2006-42c8-abb7-99e6892d3042,Agregar nueva colonia en Quiter.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
399,Cliente extranjero,Cerrado,2026-06-16 12:00,6da27585-0210-49cc-a81b-a97caec6ba59,a494c538-2006-42c8-abb7-99e6892d3042,"Dudas respecto al registro del cliente dentro de Quiter, el cliente cuenta con un solo apellido, ya que es extranjero y los campos requieren que se agreguen 2 apellidos.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
350,Expansión de campos de Quiter,Cerrado,2026-06-04 18:18,6da27585-0210-49cc-a81b-a97caec6ba59,a494c538-2006-42c8-abb7-99e6892d3042,"El cliente con numero 358858 requiere de completar la dirección, ya que Quiter limita los caracteres.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
337,Error al editar cliente en Quiter,Cerrado,2026-06-01 12:00,6da27585-0210-49cc-a81b-a97caec6ba59,a494c538-2006-42c8-abb7-99e6892d3042,"La asesora de seminuevos quiere editar al cliente con numero 311222, pero ya hay un registro previo con los mismos datos con el numero 252442, lo que solicitan deshabilitar al cliente con numero 252442 para poder proceder con la edición. ",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
480,Actualización de contraseña Dealer Daily,Cerrado,2026-07-06 12:00,6da27585-0210-49cc-a81b-a97caec6ba59,1d314185-1a17-41c7-959b-bcb188a5dba7,Actualizar la contraseña de Dealer al usuario solicitado.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
472,Actualizar TV,Cerrado,2026-07-03 12:29,f10d94cb-b63a-497c-9b75-e1dcfe2c80f3,d228cfc0-b11b-4d56-a0fe-ac726aecc5b8,La TV de la Lobby contaba con una actualización pendiente.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
300,Error de conexión con caja digital TV,Cerrado,2026-05-28 10:23,f10d94cb-b63a-497c-9b75-e1dcfe2c80f3,d228cfc0-b11b-4d56-a0fe-ac726aecc5b8,No logra establecer conexión la caja digital en la lobby de la agencia.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
100,Actualización TV,Cerrado,2026-03-23 10:33,f10d94cb-b63a-497c-9b75-e1dcfe2c80f3,d228cfc0-b11b-4d56-a0fe-ac726aecc5b8,Necesito que se actualice la TV de la lobby para que los clientes puedan entretenerse mientras esperan su unidad,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
476,Error al imprimir,Cerrado,2026-07-06 11:15,fb237994-cb26-484b-862f-661e02756a72,95717a85-3c2a-409f-9f9e-237db83aed01,"Se mandan documentos a la impresora, pero el equipo multifuncional no realiza la impresión del documento.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
362,Configuración modificada en impresora,Cerrado,2026-06-11 17:22,fb237994-cb26-484b-862f-661e02756a72,95717a85-3c2a-409f-9f9e-237db83aed01,La impresora nuevamente saca las copias en distinto tamaño.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
359,Tamaño reducido en copias,Cerrado,2026-06-11 12:00,fb237994-cb26-484b-862f-661e02756a72,95717a85-3c2a-409f-9f9e-237db83aed01,"La impresora de ventas al momento de sacar copias, el tamaño sale reducido y con esquinas sin completar.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
354,Hoja atascada en impresora,Cerrado,2026-06-09 15:04,fb237994-cb26-484b-862f-661e02756a72,95717a85-3c2a-409f-9f9e-237db83aed01,Solicitan ayuda al retirar una hoja atorada en la impresora de Financiamiento.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
234,Ajuste de formato,Cerrado,2026-05-02 12:16,fb237994-cb26-484b-862f-661e02756a72,95717a85-3c2a-409f-9f9e-237db83aed01,"Buenos días, cada vez que mando a imprimir me pide que acepte unos ajustes en la impresora y que seleccione el formato de hoja, pero eso es a cada rato que mando un documento a imprimir.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
469,Fallo al agregar impresora,Cerrado,2026-07-01 12:00,fb237994-cb26-484b-862f-661e02756a72,cd7fcce8-b88c-4d12-be9e-bb3e391c4b82,La laptop no reconoce la impresora al momento de agregarla manualmente con la dirección IP.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
542,Laptop no se conecta a la red,Cerrado,2026-07-23 16:56,fb237994-cb26-484b-862f-661e02756a72,ec4ff3dc-3bef-4615-a7be-8b5e0cd99d0e,La laptop de uno de los vendedores no logra conectarse a la red de la empresa.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
604,Constancia no cargada en pagina del SAT,Cerrado,2026-08-07 12:00,fb237994-cb26-484b-862f-661e02756a72,b81e6e79-52ad-4d29-9ff8-ca739cbe2e1c,"Al subir la constancia de situación fiscal de un cliente no queda reflejado en la plataforma, aun así se busque por RFC o el ID del SAT no muestra ningún resultado.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
373,Navegador web,Cerrado,2026-06-15 18:05,fb237994-cb26-484b-862f-661e02756a72,b81e6e79-52ad-4d29-9ff8-ca739cbe2e1c,Instalar el navegador web Brave en la laptop de un vendedor,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
260,Problemas con extensión vendedor,Cerrado,2026-05-14 12:00,fb237994-cb26-484b-862f-661e02756a72,d668000c-da87-4bd2-9a6f-2b1aceed3e56,"Buenos días, me podrían apoyar con mi teléfono, intento hacer una llamada directamente a mi compañera con la extensión 0151 (Edith Pelaes) pero no me puedo contactar con ella, me apoyan por favor",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
619,Edición de datos en Quiter,Cerrado,2026-08-12 11:31,fb237994-cb26-484b-862f-661e02756a72,a494c538-2006-42c8-abb7-99e6892d3042,"Editar la dirección del cliente, ya que limitan el numero de caracteres en Quiter.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
328,Corrección de colonia en Quiter,Cerrado,2026-05-29 17:48,fb237994-cb26-484b-862f-661e02756a72,a494c538-2006-42c8-abb7-99e6892d3042,"El usuario pidió de favor corregir la dirección de un cliente, No. Usuario:145828",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
98,Reposición de contraseña NextCloud y carpeta compartida con código QR,Cerrado,2026-03-21 12:43,e374e7e5-b55a-4ca0-bc06-a28c4762e247,20e62295-6c41-4fc3-b1e0-849f1fcd8238,"Necesito crear una carpeta en donde pueda yo colocar mis boletines y compartir a los chavos de Taller pero que se genere un código QR para que ellos solo escaneen y vean los archivos en su celular sin necesidad de estar parado y ver los documentos que yo comparto, pero antes de eso necesito restablecer mi contraseña para poder acceder a la pagina web de NextCloud y poder subir mi información a la carpeta.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
616,Añadir nueva sección en Dealer Daily,Cerrado,2026-08-11 12:00,e374e7e5-b55a-4ca0-bc06-a28c4762e247,1d314185-1a17-41c7-959b-bcb188a5dba7,Solicitan el campo Orden de piezas en el perfil de Dealer Daily.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
535,Actualización de contraseña Dealer Daily,Cerrado,2026-07-21 12:00,e374e7e5-b55a-4ca0-bc06-a28c4762e247,1d314185-1a17-41c7-959b-bcb188a5dba7,Se actualiza la contraseña Dealer al usuario Cesar Cruz.,06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
238,Fallas al imprimir documentos,Cerrado,2026-05-05 10:13,ebb04149-3ea1-45f4-9f56-af50ca4d204a,95717a85-3c2a-409f-9f9e-237db83aed01,"Buenos días, mis compañeros y yo no podemos imprimir ningún documento en la impresora de ventas, ni por PC de escritorio ni por laptops y requerimos sacar los formatos para los clientes.",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
88,Archivo erróneo en la boveda,Cerrado,2026-03-17 11:17,ebb04149-3ea1-45f4-9f56-af50ca4d204a,64bf87a9-74df-414c-997e-501faff5b8f9,"Al subir la INE de un pedido se subio un archivo equivocado 

Ref: 29360860",06d62384-793f-4823-ae2e-f933e24fe906,MEDIA,WHATSAPP
